Sample ID,Commod,Pesticide Code,Pesticide Name,Test Class,Concentration,LOD,pp_,Confirm 1,Confirm 2,Annotate,Quantitate,Mean,Extract,Determ,EPA Tolerance (ppm),,,States,Concentration,Pesticide Data Table in 2018,,,
FL1808130062GKOH1,GK,AGW,Chlorantraniliprole,I,0.0166,0.01,M,LU,,Q,,O,805,52,11,,,FL,0.0166,,,,
FL1808130065GKOH1,GK,B80,Acetamiprid,A,0.639,0.01,M,LU,,,,O,805,52,15,,,FL,0.639,,,,
FL1808130065GKOH1,GK,AGW,Chlorantraniliprole,I,0.4636,0.01,M,LU,,,,O,805,52,11,,,FL,0.4636,,,,
FL1808130065GKOH1,GK,AEM,"Cyhalothrin, Lambda",O,0.0033,0.002,M,GT,,Q,,O,805,35,0.01,,,FL,0.0033,,,,
FL1808130065GKOH1,GK,28,Dieldrin,A,0.0033,0.002,M,GT,,Q,,O,805,35,0.05 AL,,,FL,0.0033,,,,
FL1808130065GKOH1,GK,AHT,Fluopicolide,A,0.0094,0.002,M,LU,,,,O,805,52,18,,,FL,0.0094,,,,
FL1808130065GKOH1,GK,B64,Fenamidone,A,0.0083,0.005,M,LU,,Q,,O,805,52,60,,,FL,0.0083,,,,
FL1808130065GKOH1,GK,539,Permethrin Total,O,0.0083,0.005,M,GT,,QV,,O,805,35,NT,,,FL,0.0083,,,,
FL1808130065GKOH1,GK,906,"DDT p,p'",A,0.0075,0.002,M,GT,,,,O,805,35,0.5 AL,,,FL,0.0075,,,,
FL1808130065GKOH1,GK,907,"DDT o,p'",A,0.0056,0.001,M,GT,,,,O,805,35,0.5 AL,,,FL,0.0056,,,,
FL1808130065GKOH1,GK,930,Bifenthrin,O,0.0125,0.001,M,GT,,,,O,805,35,3.5,,,FL,0.0125,,,,
FL1808130065GKOH1,GK,134,DCPA,A,0.0635,0.001,M,GT,,,,O,805,35,5,,,FL,0.0635,,,,
FL1808130089GKOH1,GK,134,DCPA,A,0.0017,0.001,M,GT,,Q,,O,805,35,5,,,FL,0.0017,,,,
FL1808130089GKOH1,GK,AKG,Fluopyram,A,0.0033,0.002,M,LU,,Q,,O,805,52,50,,,FL,0.0033,,,,
FL1808130089GKOH1,GK,AGY,Spinetoram,I,0.0166,0.01,M,LU,,Q,,O,805,52,10,,,FL,0.0166,,,,
FL1808130089GKOH1,GK,597,Cypermethrin,O,0.0666,0.04,M,GT,,Q,,O,805,35,14,,,FL,0.0666,,,,
FL1808130089GKOH1,GK,B48,Azoxystrobin,F,0.3658,0.002,M,LU,,,,O,805,52,25,,,FL,0.3658,,,,
FL1808130089GKOH1,GK,B80,Acetamiprid,A,0.123,0.01,M,LU,,,,O,805,52,15,,,FL,0.123,,,,
FL1808130089GKOH1,GK,ADG,Indoxacarb,I,0.1058,0.003,M,LU,,,,O,805,52,12,,,FL,0.1058,,,,
FL1808130093GKOH1,GK,B75,Boscalid,A,0.0166,0.01,M,LU,,Q,,O,805,52,60,,,FL,0.0166,,,,
FL1808130093GKOH1,GK,ADG,Indoxacarb,I,0.0446,0.003,M,LU,,,,O,805,52,12,,,FL,0.0446,,,,
FL1808130093GKOH1,GK,AHT,Fluopicolide,A,0.0033,0.002,M,LU,,Q,,O,805,52,18,,,FL,0.0033,,,,
FL1808130093GKOH1,GK,AHM,Spirotetramat,I,0.0083,0.005,M,LU,,Q,,O,805,52,8,,,FL,0.0083,,,,
FL1808130093GKOH1,GK,910,"DDE p,p'",A,0.0062,0.001,M,GT,,,,O,805,35,0.5 AL,,,FL,0.0062,,,,
FL1808130097GKOH1,GK,B80,Acetamiprid,A,2.2874,0.01,M,LU,,,,O,805,52,15,,,FL,2.2874,,,,
FL1808130097GKOH1,GK,AGW,Chlorantraniliprole,I,1.8427,0.01,M,LU,,,,O,805,52,11,,,FL,1.8427,,,,
FL1808130097GKOH1,GK,28,Dieldrin,A,0.0033,0.002,M,GT,,Q,,O,805,35,0.05 AL,,,FL,0.0033,,,,
FL1808130097GKOH1,GK,930,Bifenthrin,O,0.0079,0.001,M,GT,,,,O,805,35,3.5,,,FL,0.0079,,,,
FL1808130097GKOH1,GK,AEM,"Cyhalothrin, Lambda",O,0.0077,0.002,M,GT,,,,O,805,35,0.01,,,FL,0.0077,,,,
FL1808130097GKOH1,GK,ADG,Indoxacarb,I,0.005,0.003,M,LU,,Q,,O,805,52,12,,,FL,0.005,,,,
FL1808130097GKOH1,GK,907,"DDT o,p'",A,0.0044,0.001,M,GT,,,,O,805,35,0.5 AL,,,FL,0.0044,,,,
FL1808130097GKOH1,GK,AHT,Fluopicolide,A,0.0126,0.002,M,LU,,,,O,805,52,18,,,FL,0.0126,,,,
FL1808130097GKOH1,GK,134,DCPA,A,0.0622,0.001,M,GT,,,,O,805,35,5,,,FL,0.0622,,,,
FL1808130097GKOH1,GK,910,"DDE p,p'",A,0.0414,0.001,M,GT,,,,O,805,35,0.5 AL,,,FL,0.0414,,,,
FL1808130097GKOH1,GK,B64,Fenamidone,A,0.0337,0.005,M,LU,,,,O,805,52,60,,,FL,0.0337,,,,
FL1808130056CMUS2,CM,AEM,"Cyhalothrin, Lambda",O,0.0015,0.001,M,GN,,,,O,818,72,0.4,,,FL,0.0015,,,,
FL1808130065CMUS2,CM,AEM,"Cyhalothrin, Lambda",O,0.0036,0.001,M,GN,,,,O,818,72,0.4,,,FL,0.0036,,,,
FL1808130093CMUS2,CM,AEM,"Cyhalothrin, Lambda",O,0.0025,0.001,M,GN,,,,O,818,72,0.4,,,FL,0.0025,,,,
FL1808130097CMUS2X,CM,AEM,"Cyhalothrin, Lambda",O,0.0015,0.001,M,GN,,,,O,818,72,0.4,,,FL,0.0015,,,,
FL1808130001GKOH1,GK,A58,Tebuconazole,L,2.0146,0.005,M,LU,,,,O,805,52,2.5,,,FL,2.0146,,,,
FL1808130056GKOH1,GK,AGX,Mandipropamid,N,0.0826,0.005,M,LU,,,,O,805,52,25,,,FL,0.0826,,,,
FL1808130062GKOH1,GK,B61,Pyraclostrobin,F,0.12,0.002,M,LU,,,,O,805,52,16,,,FL,0.12,,,,
FL1808130065GKOH1,GK,910,"DDE p,p'",A,0.0502,0.001,M,GT,,,,O,805,35,0.5 AL,,,FL,0.0502,,,,
FL1808130089GKOH1,GK,910,"DDE p,p'",A,0.0017,0.001,M,GT,,Q,,O,805,35,0.5 AL,,,FL,0.0017,,,,
FL1808130093GKOH1,GK,134,DCPA,A,0.0245,0.001,M,GT,,,,O,805,35,5,,,FL,0.0245,,,,
FL1808130097GKOH1,GK,ANE,Flupyradifurone,I,0.6482,0.03,M,LU,,,,O,805,52,40,,,FL,0.6482,,,,
FL1808200068KWMI1B,KW,B23,Fludioxonil,A,0.3,0.065,M,LU,,,,O,805,64,20,,,FL,0.3,,,,
FL1808270079PDWA1P,PD,AES,Methoxyfenozide,I,0.086,0.0033,M,LU,,,,O,805,64,0.3,,,FL,0.086,,,,
FL1808270007RANY1P,RA,B77,Dimethomorph,W,0.0017,0.001,M,LU,,Q,,O,805,52,7,,,FL,0.0017,,,,
FL1808270007RANY1P,RA,B72,Tetraconazole,L,0.0017,0.001,M,LU,,Q,,O,805,52,0.2,,,FL,0.0017,,,,
FL1808270007RANY1P,RA,B58,Difenoconazole,L,0.0017,0.001,M,LU,,Q,,O,805,52,6,,,FL,0.0017,,,,
FL1808270007RANY1P,RA,B52,Buprofezin,F,0.0017,0.001,M,LU,,Q,,O,805,52,2.5,,,FL,0.0017,,,,
FL1808270007RANY1P,RA,AKC,Ametoctradin,F,0.0017,0.001,M,LU,,Q,,O,805,52,8,,,FL,0.0017,,,,
FL1808270007RANY1P,RA,A58,Tebuconazole,L,0.0017,0.001,M,LU,,Q,,O,805,52,5,,,FL,0.0017,,,,
FL1808270007RANY1P,RA,AHM,Spirotetramat,I,0.0025,0.0015,M,LU,,Q,,O,805,52,3,,,FL,0.0025,,,,
FL1808270007RANY1P,RA,B48,Azoxystrobin,F,0.0091,0.001,M,LU,,,,O,805,52,2,,,FL,0.0091,,,,
FL1808270007RANY1P,RA,AKG,Fluopyram,A,0.0077,0.001,M,LU,,,,O,805,52,3,,,FL,0.0077,,,,
FL1808270007RANY1P,RA,B10,Hexythiazox,A,0.0069,0.0018,M,LU,,,,O,805,52,1,,,FL,0.0069,,,,
FL1808270007RANY1P,RA,B57,Quinoxyfen,I,0.0068,0.0012,M,GT,,,,O,805,35,2,,,FL,0.0068,,,,
FL1808270007RANY1P,RA,B79,Trifloxystrobin,F,0.0058,0.001,M,LU,,,,O,805,52,5,,,FL,0.0058,,,,
FL1808270007RANY1P,RA,967,Imidacloprid,A,0.0048,0.001,M,LU,,,,O,805,52,1.5,,,FL,0.0048,,,,
FL1808270007RANY1P,RA,AFM,Flutriafol,L,0.019,0.001,M,LU,,,,O,805,52,2.4,,,FL,0.019,,,,
FL1808270007RANY1P,RA,B22,Cyprodinil,V,0.015,0.003,M,GT,,,,O,805,35,5,,,FL,0.015,,,,
FL1808270007RANY1P,RA,B61,Pyraclostrobin,F,0.014,0.001,M,LU,,,,O,805,52,7,,,FL,0.014,,,,
FL1808270007RANY1P,RA,AFS,Fenpyroximate,F,0.012,0.003,M,LU,,,,O,805,52,1,,,FL,0.012,,,,
FL1808270007RANY1P,RA,679,Myclobutanil,L,0.012,0.001,M,LU,,,,O,805,52,10,,,FL,0.012,,,,
FL1808270007RANY1P,RA,AES,Methoxyfenozide,I,0.034,0.001,M,LU,,,,O,805,52,1.5,,,FL,0.034,,,,
FL1808270007RANY1P,RA,930,Bifenthrin,O,0.027,0.001,M,GT,,,,O,805,35,0.2,,,FL,0.027,,,,
FL1808270009RANY1P,RA,AFS,Fenpyroximate,F,0.02,0.003,M,LU,,,,O,805,52,1,,,FL,0.02,,,,
FL1808270009RANY1P,RA,B61,Pyraclostrobin,F,0.017,0.001,M,LU,,,,O,805,52,7,,,FL,0.017,,,,
FL1808270009RANY1P,RA,930,Bifenthrin,O,0.0017,0.001,M,GT,,Q,,O,805,35,0.2,,,FL,0.0017,,,,
FL1808270009RANY1P,RA,679,Myclobutanil,L,0.0017,0.001,M,LU,,Q,,O,805,52,10,,,FL,0.0017,,,,
FL1808270009RANY1P,RA,B80,Acetamiprid,A,0.0017,0.001,M,LU,,Q,,O,805,52,0.35,,,FL,0.0017,,,,
FL1808270009RANY1P,RA,B58,Difenoconazole,L,0.0017,0.001,M,LU,,Q,,O,805,52,6,,,FL,0.0017,,,,
FL1808270009RANY1P,RA,B57,Quinoxyfen,I,0.0049,0.0012,M,GT,,,,O,805,35,2,,,FL,0.0049,,,,
FL1808270009RANY1P,RA,B48,Azoxystrobin,F,0.014,0.001,M,LU,,,,O,805,52,2,,,FL,0.014,,,,
FL1808270009RANY1P,RA,967,Imidacloprid,A,0.013,0.001,M,LU,,,,O,805,52,1.5,,,FL,0.013,,,,
FL1808270009RANY1P,RA,A58,Tebuconazole,L,0.0075,0.001,M,LU,,,,O,805,52,5,,,FL,0.0075,,,,
FL1808270009RANY1P,RA,AKG,Fluopyram,A,0.0067,0.001,M,LU,,,,O,805,52,3,,,FL,0.0067,,,,
FL1808270009RANY1P,RA,B75,Boscalid,A,0.035,0.001,M,GT,,,,O,805,35,8.5,,,FL,0.035,,,,
FL1808270009RANY1P,RA,AEP,Clothianidin,F,0.035,0.005,M,LU,,,,O,805,52,0.6,,,FL,0.035,,,,
FL1808270020RANY1P,RA,930,Bifenthrin,O,0.0017,0.001,M,GT,,Q,,O,805,35,0.2,,,FL,0.0017,,,,
FL1808270020RANY1P,RA,679,Myclobutanil,L,0.0017,0.001,M,LU,,Q,,O,805,52,10,,,FL,0.0017,,,,
FL1808270020RANY1P,RA,AHM,Spirotetramat,I,0.0025,0.0015,M,LU,,Q,,O,805,52,3,,,FL,0.0025,,,,
FL1808270020RANY1P,RA,967,Imidacloprid,A,0.0088,0.001,M,LU,,,,O,805,52,1.5,,,FL,0.0088,,,,
FL1808270020RANY1P,RA,B72,Tetraconazole,L,0.007,0.001,M,LU,,,,O,805,52,0.2,,,FL,0.007,,,,
FL1808270020RANY1P,RA,B57,Quinoxyfen,I,0.0045,0.0012,M,GT,,,,O,805,35,2,,,FL,0.0045,,,,
FL1808270020RANY1P,RA,B22,Cyprodinil,V,0.0033,0.003,M,GT,,,,O,805,35,5,,,FL,0.0033,,,,
FL1808270020RANY1P,RA,B79,Trifloxystrobin,F,0.012,0.001,M,LU,,,,O,805,52,5,,,FL,0.012,,,,
FL1808270020RANY1P,RA,B61,Pyraclostrobin,F,0.011,0.001,M,LU,,,,O,805,52,7,,,FL,0.011,,,,
FL1808270020RANY1P,RA,B75,Boscalid,A,0.045,0.001,M,GT,,,,O,805,35,8.5,,,FL,0.045,,,,
FL1808270020RANY1P,RA,AES,Methoxyfenozide,I,0.091,0.001,M,LU,,,,O,805,52,1.5,,,FL,0.091,,,,
FL1808270040RANY1,RA,679,Myclobutanil,L,0.091,0.001,M,LU,,,,O,805,52,10,,,FL,0.091,,,,
FL1808270040RANY1,RA,AES,Methoxyfenozide,I,0.085,0.001,M,LU,,,,O,805,52,1.5,,,FL,0.085,,,,
FL1808270040RANY1,RA,B84,Etoxazole,F,0.0017,0.001,M,LU,,Q,,O,805,52,1.5,,,FL,0.0017,,,,
FL1808270040RANY1,RA,B79,Trifloxystrobin,F,0.0017,0.001,M,LU,,Q,,O,805,52,5,,,FL,0.0017,,,,
FL1808270040RANY1,RA,AHM,Spirotetramat,I,0.0025,0.0015,M,LU,,Q,,O,805,52,3,,,FL,0.0025,,,,
FL1808270040RANY1,RA,B57,Quinoxyfen,I,0.0086,0.0012,M,GT,,,,O,805,35,2,,,FL,0.0086,,,,
FL1808270040RANY1,RA,AFS,Fenpyroximate,F,0.025,0.003,M,LU,,,,O,805,52,1,,,FL,0.025,,,,
FL1808270040RANY1,RA,B61,Pyraclostrobin,F,0.01,0.001,M,LU,,,,O,805,52,7,,,FL,0.01,,,,
FL1808270040RANY1,RA,A58,Tebuconazole,L,0.062,0.001,M,LU,,,,O,805,52,5,,,FL,0.062,,,,
FL1808270040RANY1,RA,B75,Boscalid,A,0.048,0.001,M,GT,,,,O,805,35,8.5,,,FL,0.048,,,,
FL1808270048RANY1P,RA,930,Bifenthrin,O,0.0017,0.001,M,GT,,Q,,O,805,35,0.2,,,FL,0.0017,,,,
FL1808270048RANY1P,RA,AES,Methoxyfenozide,I,0.0058,0.001,M,LU,,,,O,805,52,1.5,,,FL,0.0058,,,,
FL1808270048RANY1P,RA,A58,Tebuconazole,L,0.1,0.001,M,LU,,,,O,805,52,5,,,FL,0.1,,,,
FL1808270060RANY1,RA,B52,Buprofezin,F,0.0017,0.001,M,LU,,Q,,O,805,52,2.5,,,FL,0.0017,,,,
FL1808270060RANY1,RA,930,Bifenthrin,O,0.0017,0.001,M,GT,,Q,,O,805,35,0.2,,,FL,0.0017,,,,
FL1808270060RANY1,RA,808,Fenpropathrin,O,0.0037,0.0022,M,GT,,Q,,O,805,35,10,,,FL,0.0037,,,,
FL1808270060RANY1,RA,AFS,Fenpyroximate,F,0.0036,0.003,M,LU,,,,O,805,52,1,,,FL,0.0036,,,,
FL1808270060RANY1,RA,B42,Kresoxim-methyl,I,0.0025,0.0015,M,GT,,Q,,O,805,35,1.5,,,FL,0.0025,,,,
FL1808270060RANY1,RA,AGW,Chlorantraniliprole,I,0.0025,0.0015,M,LU,,Q,,O,805,52,5,,,FL,0.0025,,,,
FL1808270060RANY1,RA,967,Imidacloprid,A,0.01,0.001,M,LU,,,,O,805,52,1.5,,,FL,0.01,,,,
FL1808270060RANY1,RA,AKW,Fluxapyroxad,A,0.0082,0.001,M,LU,,,,O,805,52,5.7,,,FL,0.0082,,,,
FL1808270060RANY1,RA,B79,Trifloxystrobin,F,0.0077,0.001,M,LU,,,,O,805,52,5,,,FL,0.0077,,,,
FL1808270060RANY1,RA,AFM,Flutriafol,L,0.0071,0.001,M,LU,,,,O,805,52,2.4,,,FL,0.0071,,,,
FL1808270060RANY1,RA,679,Myclobutanil,L,0.0065,0.001,M,LU,,,,O,805,52,10,,,FL,0.0065,,,,
FL1808270060RANY1,RA,AHS,Flubendiamide,I,0.0049,0.001,M,LU,,,,O,805,52,1.4,,,FL,0.0049,,,,
FL1808270060RANY1,RA,B75,Boscalid,A,0.031,0.001,M,GT,,,,O,805,35,8.5,,,FL,0.031,,,,
FL1808270060RANY1,RA,AHM,Spirotetramat,I,0.02,0.0015,M,LU,,,,O,805,52,3,,,FL,0.02,,,,
FL1808270060RANY1,RA,B61,Pyraclostrobin,F,0.019,0.001,M,LU,,,,O,805,52,7,,,FL,0.019,,,,
FL1808270060RANY1,RA,AES,Methoxyfenozide,I,0.017,0.001,M,LU,,,,O,805,52,1.5,,,FL,0.017,,,,
FL1808270060RANY1,RA,B57,Quinoxyfen,I,0.016,0.0012,M,GT,,,,O,805,35,2,,,FL,0.016,,,,
FL1808270079RANY1P,RA,AES,Methoxyfenozide,I,0.29,0.001,M,LU,,,,O,805,52,1.5,,,FL,0.29,,,,
FL1808270079RANY1P,RA,B75,Boscalid,A,0.089,0.001,M,GT,,,,O,805,35,8.5,,,FL,0.089,,,,
FL1808270079RANY1P,RA,B72,Tetraconazole,L,0.0017,0.001,M,LU,,Q,,O,805,52,0.2,,,FL,0.0017,,,,
FL1808270079RANY1P,RA,B52,Buprofezin,F,0.0017,0.001,M,LU,,Q,,O,805,52,2.5,,,FL,0.0017,,,,
FL1808270079RANY1P,RA,B57,Quinoxyfen,I,0.0069,0.0012,M,GT,,,,O,805,35,2,,,FL,0.0069,,,,
FL1808270079RANY1P,RA,A58,Tebuconazole,L,0.0057,0.001,M,LU,,,,O,805,52,5,,,FL,0.0057,,,,
FL1808270079RANY1P,RA,AHM,Spirotetramat,I,0.017,0.0015,M,LU,,,,O,805,52,3,,,FL,0.017,,,,
FL1808270079RANY1P,RA,967,Imidacloprid,A,0.016,0.001,M,LU,,,,O,805,52,1.5,,,FL,0.016,,,,
FL1808270079RANY1P,RA,B79,Trifloxystrobin,F,0.014,0.001,M,LU,,,,O,805,52,5,,,FL,0.014,,,,
FL1808270079RANY1P,RA,808,Fenpropathrin,O,0.014,0.0022,M,GT,,,,O,805,35,10,,,FL,0.014,,,,
FL1808270079RANY1P,RA,679,Myclobutanil,L,0.014,0.001,M,LU,,,,O,805,52,10,,,FL,0.014,,,,
FL1808270079RANY1P,RA,AHS,Flubendiamide,I,0.013,0.001,M,LU,,,,O,805,52,1.4,,,FL,0.013,,,,
FL1808200068KWMI1B,KW,626,Iprodione,A,0.056,0.025,M,GT,,,,O,805,35,10,,,FL,0.056,,,,
FL1808060029OLCA1,OL,B52,Buprofezin,F,0.0027,0.0012,M,LU,,,,O,805,52,3.5,,,FL,0.0027,,,,
FL1808060048OLCA1P,OL,808,Fenpropathrin,O,0.0031,0.0012,M,GT,,,,O,805,35,5,,,FL,0.0031,,,,
FL1808270079PDWA1P,PD,967,Imidacloprid,A,0.0089,0.0033,M,LU,,,,O,805,64,3,,,FL,0.0089,,,,
FL1808270007RANY1P,RA,B75,Boscalid,A,0.024,0.001,M,GT,,,,O,805,35,8.5,,,FL,0.024,,,,
FL1808270009RANY1P,RA,AES,Methoxyfenozide,I,0.024,0.001,M,LU,,,,O,805,52,1.5,,,FL,0.024,,,,
FL1808270020RANY1P,RA,A58,Tebuconazole,L,0.0017,0.001,M,LU,,Q,,O,805,52,5,,,FL,0.0017,,,,
FL1808270040RANY1,RA,967,Imidacloprid,A,0.03,0.001,M,LU,,,,O,805,52,1.5,,,FL,0.03,,,,
FL1808270048RANY1P,RA,AKW,Fluxapyroxad,A,0.0017,0.001,M,LU,,Q,,O,805,52,5.7,,,FL,0.0017,,,,
FL1808270060RANY1,RA,B72,Tetraconazole,L,0.0017,0.001,M,LU,,Q,,O,805,52,0.2,,,FL,0.0017,,,,
FL1808270079RANY1P,RA,B61,Pyraclostrobin,F,0.043,0.001,M,LU,,,,O,805,52,7,,,FL,0.043,,,,
FL1808200057SNOH1P,SN,134,DCPA,A,0.0017,0.001,M,GT,,QV,,O,805,35,NT,,,FL,0.0017,,,,
FL1808200080SNOH1P,SN,AGW,Chlorantraniliprole,I,0.0166,0.01,M,LU,,Q,,O,805,52,2,,,FL,0.0166,,,,
FL1808210007SNOH1,SN,134,DCPA,A,0.0017,0.001,M,GT,,QV,,O,805,35,NT,,,FL,0.0017,,,,
FL1808210074SNOH1P,SN,910,"DDE p,p'",A,0.0017,0.001,M,GT,,Q,,O,805,35,0.2 AL,,,FL,0.0017,,,,
FL1808210095SNOH1P,SN,134,DCPA,A,0.0017,0.001,M,GT,,QV,,O,805,35,NT,,,FL,0.0017,,,,
FL1808200057SNOH1P,SN,AGW,Chlorantraniliprole,I,0.0166,0.01,M,LU,,Q,,O,805,52,2,,,FL,0.0166,,,,
FL1808210007SNOH1,SN,930,Bifenthrin,O,0.0035,0.001,M,GT,,,,O,805,35,0.6,,,FL,0.0035,,,,
FL1808210007SNOH1,SN,AGW,Chlorantraniliprole,I,0.0166,0.01,M,LU,,Q,,O,805,52,2,,,FL,0.0166,,,,
FL1808210074SNOH1P,SN,134,DCPA,A,0.0042,0.001,M,GT,,V,,O,805,35,NT,,,FL,0.0042,,,,
FL1808210074SNOH1P,SN,AGW,Chlorantraniliprole,I,0.0166,0.01,M,LU,,Q,,O,805,52,2,,,FL,0.0166,,,,
FL1808210095SNOH1P,SN,AGW,Chlorantraniliprole,I,0.064,0.01,M,LU,,,,O,805,52,2,,,FL,0.064,,,,
FL1808270007WFCA1P,WF,52,Malathion,C,0.0035,0.0025,M,LU,,,,O,805,52,8,,,FL,0.0035,,,,
FL1808270009WFCA1P,WF,612,Deltamethrin  (includes parent Tralomethrin),O,0.039,0.0012,M,GT,,,,O,805,35,1,,,FL,0.039,,,,
FL1808270009WFCA1P,WF,70,Piperonyl butoxide,I,0.23,0.0025,M,GT,,,,O,805,35,20,,,FL,0.23,,,,
FL1808270020WFCA1P,WF,612,Deltamethrin  (includes parent Tralomethrin),O,0.0064,0.0012,M,GT,,,,O,805,35,1,,,FL,0.0064,,,,
FL1808270020WFCA1P,WF,70,Piperonyl butoxide,I,0.12,0.0025,M,GT,,,,O,805,35,20,,,FL,0.12,,,,
FL1808270040WFCA1,WF,70,Piperonyl butoxide,I,0.14,0.0025,M,GT,,,,O,805,35,20,,,FL,0.14,,,,
FL1808270060WFCA1,WF,612,Deltamethrin  (includes parent Tralomethrin),O,0.0032,0.0012,M,GT,,,,O,805,35,1,,,FL,0.0032,,,,
FL1808270060WFCA1,WF,70,Piperonyl butoxide,I,0.073,0.0025,M,GT,,,,O,805,35,20,,,FL,0.073,,,,
FL1808270079WFCA1P,WF,52,Malathion,C,0.0041,0.0025,M,LU,,,,O,805,52,8,,,FL,0.0041,,,,
FL1808270007WFCA1P,WF,612,Deltamethrin  (includes parent Tralomethrin),O,0.0018,0.0012,M,GT,,,,O,805,35,1,,,FL,0.0018,,,,
FL1808270009WFCA1P,WF,235,Chlorpyrifos methyl,C,0.018,0.0012,M,GT,,,,O,805,35,6,,,FL,0.018,,,,
FL1808270020WFCA1P,WF,930,Bifenthrin,O,0.0017,0.0012,M,GT,,,,O,805,35,0.05,,,FL,0.0017,,,,
FL1808270040WFCA1,WF,612,Deltamethrin  (includes parent Tralomethrin),O,0.0063,0.0012,M,GT,,,,O,805,35,1,,,FL,0.0063,,,,
FL1808270060WFCA1,WF,58,MGK-264,F,0.0014,0.0012,M,GT,,,,O,805,35,5,,,FL,0.0014,,,,
FL1808270079WFCA1P,WF,612,Deltamethrin  (includes parent Tralomethrin),O,0.0019,0.0012,M,GT,,,,O,805,35,1,,,FL,0.0019,,,,
FL1808060007ZBNY1P,ZB,ACV,Methoprene,I,0.059,0.015,M,GT,,,,O,805,35,EX,,,FL,0.059,,,,
FL1808060038ZBNY1P,ZB,283,Metolachlor,A,0.0017,0.001,M,GT,,Q,,O,805,35,0.3,,,FL,0.0017,,,,
FL1808200057KWMI1P,KW,B41,Fenhexamid,I,1,0.015,M,LU,,,P,O,805,52,15,,,FL,1,,,,
FL1808200080KWMI1P,KW,B23,Fludioxonil,A,0.86,0.065,M,LU,,,,O,805,64,20,,,FL,0.86,,,,
FL1808200083KWMI1,KW,626,Iprodione,A,0.078,0.025,M,GT,,,,O,805,35,10,,,FL,0.078,,,,
FL1808200087KWMI1P,KW,B41,Fenhexamid,I,0.87,0.015,M,LU,,,P,O,805,52,15,,,FL,0.87,,,,
FL1808200057KWMI1P,KW,626,Iprodione,A,0.053,0.025,M,GT,,,,O,805,35,10,,,FL,0.053,,,,
FL1808200080KWMI1P,KW,626,Iprodione,A,0.054,0.025,M,GT,,,,O,805,35,10,,,FL,0.054,,,,
FL1808200083KWMI1,KW,B23,Fludioxonil,A,0.61,0.065,M,LU,,,,O,805,64,20,,,FL,0.61,,,,
FL1808200087KWMI1P,KW,626,Iprodione,A,0.063,0.025,M,GT,,,,O,805,35,10,,,FL,0.063,,,,
FL1808210056KWMI1,KW,B23,Fludioxonil,A,0.74,0.065,M,LU,,,,O,805,64,20,,,FL,0.74,,,,
FL1808200039SNOH1,SN,AEM,"Cyhalothrin, Lambda",O,0.0033,0.002,M,GT,,Q,,O,805,35,0.2,,,FL,0.0033,,,,
FL1808200052SNOH1A,SN,B48,Azoxystrobin,F,0.0193,0.002,M,LU,,,,O,805,52,3,,,FL,0.0193,,,,
FL1808200052SNOH1B,SN,A58,Tebuconazole,L,0.041,0.005,M,LU,,V,,O,805,52,NT,,,FL,0.041,,,,
FL1808200083SNOH1,SN,AEM,"Cyhalothrin, Lambda",O,0.0162,0.002,M,GT,,,,O,805,35,0.2,,,FL,0.0162,,,,
FL1808200086SNOH1,SN,B48,Azoxystrobin,F,0.0087,0.002,M,LU,,,,O,805,52,3,,,FL,0.0087,,,,
FL1808200087SNOH1P,SN,666,Carbendazim (MBC),B,0.025,0.015,M,LU,,QV,,O,805,52,NT,,,FL,0.025,,,,
FL1808210056SNOH1P,SN,AEM,"Cyhalothrin, Lambda",O,0.0074,0.002,M,GT,,,,O,805,35,0.2,,,FL,0.0074,,,,
FL1808210089SNOH1,SN,AEM,"Cyhalothrin, Lambda",O,0.0033,0.002,M,GT,,Q,,O,805,35,0.2,,,FL,0.0033,,,,
FL1808200039SNOH1,SN,A58,Tebuconazole,L,0.1118,0.005,M,LU,,V,,O,805,52,NT,,,FL,0.1118,,,,
FL1808200039SNOH1,SN,666,Carbendazim (MBC),B,0.1397,0.015,M,LU,,V,,O,805,52,NT,,,FL,0.1397,,,,
FL1808200052SNOH1A,SN,AEM,"Cyhalothrin, Lambda",O,0.0153,0.002,M,GT,,,,O,805,35,0.2,,,FL,0.0153,,,,
FL1808200052SNOH1B,SN,666,Carbendazim (MBC),B,0.206,0.015,M,LU,,V,,O,805,52,NT,,,FL,0.206,,,,
FL1808200086SNOH1,SN,AEM,"Cyhalothrin, Lambda",O,0.049,0.002,M,GT,,,,O,805,35,0.2,,,FL,0.049,,,,
FL1808200087SNOH1P,SN,171,Dimethoate,C,0.025,0.015,M,LU,,Q,,O,805,52,2,,,FL,0.025,,,,
FL1808200087SNOH1P,SN,AEM,"Cyhalothrin, Lambda",O,0.0172,0.002,M,GT,,,,O,805,35,0.2,,,FL,0.0172,,,,
FL1808210056SNOH1P,SN,B48,Azoxystrobin,F,0.0336,0.002,M,LU,,,,O,805,52,3,,,FL,0.0336,,,,
FL1808210089SNOH1,SN,666,Carbendazim (MBC),B,0.025,0.015,M,LU,,QV,,O,805,52,NT,,,FL,0.025,,,,
FL1808210089SNOH1,SN,171,Dimethoate,C,0.025,0.015,M,LU,,Q,,O,805,52,2,,,FL,0.025,,,,
