Sample ID,Commod,Pesticide Code,Pesticide Name,Test Class,Concentration,LOD,pp_,Confirm 1,Confirm 2,Annotate,Quantitate,Mean,Extract,Determ,EPA Tolerance (ppm),,,Pesticide Data Table in 2022,,
CA2208150530GROH1,GR,AES,Methoxyfenozide,I,0.2778,0.001,M,LU,CA,,,O,805,52,1,,CA,,,
CA2208150530GROH1,GR,B52,Buprofezin,F,0.0015,0.001,M,LU,CA,,,O,805,52,2.5 IT,,CA,,,
CA2208150530GROH1,GR,B79,Trifloxystrobin,F,0.0045,0.001,M,LU,CA,,,O,805,52,2,,CA,,,
CA2208150530GROH1,GR,AHM,Spirotetramat,I,0.0189,0.003,M,LU,CA,,,O,805,52,1.3,,CA,,,
CA2208150530GROH1,GR,B57,Quinoxyfen,I,0.0151,0.001,M,LU,CA,,,O,805,52,2,,CA,,,
CA2208150530GROH1,GR,G03,Pydiflumetofen,A,0.0131,0.01,M,LU,CA,,,O,805,52,1.5,,CA,,,
CA2208150530GROH1,GR,F96,Flutianil,A,0.0121,0.004,M,LU,CA,,,O,805,52,0.7,,CA,,,
CA2208150530GROH1,GR,AKU,Cyflufenamid,I,0.0316,0.003,M,LU,CA,,,O,805,52,0.15,,CA,,,
CA2208150553GROH1B,GR,B79,Trifloxystrobin,F,0.0547,0.001,M,LU,CA,,,O,805,52,2,,CA,,,
CA2208150553GROH1B,GR,B75,Boscalid,A,0.0995,0.005,M,LU,CA,,,O,805,52,5,,CA,,,
CA2208150553GROH1B,GR,AKG,Fluopyram,A,0.0015,0.001,M,LU,CA,,,O,805,52,2,,CA,,,
CA2208150553GROH1B,GR,AGW,Chlorantraniliprole,I,0.0089,0.008,M,LU,CA,,,O,805,52,2.5,,CA,,,
CA2208150553GROH1B,GR,B22,Cyprodinil,V,0.0063,0.005,M,LU,CA,,,O,805,52,3,,CA,,,
CA2208150553GROH1B,GR,B52,Buprofezin,F,0.0053,0.001,M,LU,CA,,,O,805,52,2.5 IT,,CA,,,
CA2208150553GROH1B,GR,AHM,Spirotetramat,I,0.0043,0.003,M,LU,CA,,,O,805,52,1.3,,CA,,,
CA2208150553GROH1B,GR,B57,Quinoxyfen,I,0.0121,0.001,M,LU,CA,,,O,805,52,2,,CA,,,
CA2208150605GROH1,GR,B79,Trifloxystrobin,F,0.0084,0.001,M,LU,CA,,,O,805,52,2,,CA,,,
CA2208150605GROH1,GR,AKG,Fluopyram,A,0.1263,0.001,M,LU,CA,,,O,805,52,2,,CA,,,
CA2208150605GROH1,GR,B57,Quinoxyfen,I,0.0039,0.001,M,LU,CA,,,O,805,52,2,,CA,,,
CA2208150605GROH1,GR,B48,Azoxystrobin,F,0.0027,0.002,M,LU,CA,,,O,805,52,2,,CA,,,
CA2208150606GROH1,GR,B72,Tetraconazole,L,0.0611,0.004,M,LU,CA,,,O,805,52,0.2,,CA,,,
CA2208150606GROH1,GR,AKU,Cyflufenamid,I,0.0382,0.003,M,LU,CA,,,O,805,52,0.15,,CA,,,
CA2208150606GROH1,GR,B57,Quinoxyfen,I,0.0012,0.001,M,LU,CA,,,O,805,52,2,,CA,,,
CA2208150606GROH1,GR,ANF,Metrafenone,I,0.0212,0.005,M,LU,CA,,,O,805,52,4.5,,CA,,,
CA2208150619GROH1,GR,B52,Buprofezin,F,0.007,0.001,M,LU,CA,,,O,805,52,2.5 IT,,CA,,,
CA2208150619GROH1,GR,B57,Quinoxyfen,I,0.0056,0.001,M,LU,CA,,,O,805,52,2,,CA,,,
CA2208150619GROH1,GR,A58,Tebuconazole,L,0.0528,0.002,M,LU,CA,,,O,805,52,6,,CA,,,
CA2208150619GROH1,GR,ALS,Sulfoxaflor,F,0.0389,0.01,M,LU,CA,,,O,805,52,2,,CA,,,
CA2208150619GROH1,GR,AKU,Cyflufenamid,I,0.0322,0.003,M,LU,CA,,,O,805,52,0.15,,CA,,,
CA2208150619GROH1,GR,AKG,Fluopyram,A,0.1356,0.001,M,LU,CA,,,O,805,52,2,,CA,,,
CA2208150619GROH1,GR,B22,Cyprodinil,V,0.4533,0.005,M,LU,CA,,,O,805,52,3,,CA,,,
CA2208150629GROH1,GR,B80,Acetamiprid,A,0.3275,0.01,M,LU,CA,,,O,805,52,0.35,,CA,,,
CA2208150629GROH1,GR,AKG,Fluopyram,A,0.1434,0.001,M,LU,CA,,,O,805,52,2,,CA,,,
CA2208150629GROH1,GR,B79,Trifloxystrobin,F,0.0027,0.001,M,LU,CA,,,O,805,52,2,,CA,,,
CA2208150629GROH1,GR,B41,Fenhexamid,I,0.01,0.01,M,LU,CA,,,O,805,52,4,,CA,,,
CA2208150629GROH1,GR,AFM,Flutriafol,L,0.0071,0.002,M,LU,CA,,,O,805,52,1.5,,CA,,,
CA2208150629GROH1,GR,AHM,Spirotetramat,I,0.007,0.003,M,LU,CA,,,O,805,52,1.3,,CA,,,
CA2208150629GROH1,GR,A58,Tebuconazole,L,0.0066,0.002,M,LU,CA,,,O,805,52,6,,CA,,,
CA2208150629GROH1,GR,B23,Fludioxonil,A,0.0183,0.01,M,LU,CA,,,O,805,52,2,,CA,,,
CA2208150629GROH1,GR,B22,Cyprodinil,V,0.1035,0.005,M,LU,CA,,,O,805,52,3,,CA,,,
CA2208150629GROH1,GR,B72,Tetraconazole,L,0.0656,0.004,M,LU,CA,,,O,805,52,0.2,,CA,,,
CA2208150629GROH1,GR,G03,Pydiflumetofen,A,0.0577,0.01,M,LU,CA,,,O,805,52,1.5,,CA,,,
CA2208150629GROH1,GR,ALS,Sulfoxaflor,F,0.0461,0.01,M,LU,CA,,,O,805,52,2,,CA,,,
CA2208150629GROH1,GR,AKU,Cyflufenamid,I,0.0358,0.003,M,LU,CA,,,O,805,52,0.15,,CA,,,
CA2208150645GROH1P,GR,B16,Pyrimethanil,V,0.0393,0.004,M,LU,CA,,,O,805,52,5,,CA,,,
CA2208150645GROH1P,GR,B22,Cyprodinil,V,0.281,0.005,M,LU,CA,,,O,805,52,3,,CA,,,
CA2208150645GROH1P,GR,AFM,Flutriafol,L,0.0052,0.002,M,LU,CA,,,O,805,52,1.5,,CA,,,
CA2208150645GROH1P,GR,B57,Quinoxyfen,I,0.0045,0.001,M,LU,CA,,,O,805,52,2,,CA,,,
CA2208150645GROH1P,GR,A58,Tebuconazole,L,0.0269,0.002,M,LU,CA,,,O,805,52,6,,CA,,,
CA2208150665GROH1,GR,B52,Buprofezin,F,0.0278,0.001,M,LU,CA,,,O,805,52,2.5 IT,,CA,,,
CA2208150665GROH1,GR,AKG,Fluopyram,A,0.0261,0.001,M,LU,CA,,,O,805,52,2,,CA,,,
CA2208150665GROH1,GR,B79,Trifloxystrobin,F,0.008,0.001,M,LU,CA,,,O,805,52,2,,CA,,,
CA2208150675GROH1,GR,B75,Boscalid,A,0.0403,0.005,M,LU,CA,,,O,805,52,5,,CA,,,
CA2208150675GROH1,GR,B16,Pyrimethanil,V,0.9811,0.004,M,LU,CA,,,O,805,52,5,,CA,,,
CA2208150675GROH1,GR,B52,Buprofezin,F,0.0249,0.001,M,LU,CA,,,O,805,52,2.5 IT,,CA,,,
CA2208150675GROH1,GR,B61,Pyraclostrobin,F,0.019,0.005,M,LU,CA,,,O,805,52,2,,CA,,,
CA2208010114GBCA1,GB,AKD,Penthiopyrad,A,0.034,0.0013,M,LU,CA,,,O,805,52,4,,CA,,,
CA2208010229GBCA1,GB,144,Dicloran,A,0.018,0.0013,M,GT,CA,,,O,805,35,20 IT,,CA,,,
CA2208010534GBCA1,GB,910,"DDE p,p'",A,0.0015,0.0013,M,GT,CA,,,O,805,35,0.2 AL,,CA,,,
CA2208010636GBCA1,GB,ANE,Flupyradifurone,I,0.0022,0.0013,M,LU,CA,,,O,805,52,3,,CA,,,
CA2208150406GROH1,GR,B52,Buprofezin,F,0.0017,0.001,M,LU,CA,,,O,805,52,2.5 IT,,CA,,,
CA2208150499GROH1,GR,666,Carbendazim (MBC),B,0.0462,0.01,M,LU,CA,,,O,805,52,5.0 TP,,CA,,,
CA2208150530GROH1,GR,ALS,Sulfoxaflor,F,0.021,0.01,M,LU,CA,,,O,805,52,2,,CA,,,
CA2208150553GROH1B,GR,B61,Pyraclostrobin,F,0.0602,0.005,M,LU,CA,,,O,805,52,2,,CA,,,
CA2208150605GROH1,GR,B58,Difenoconazole,L,0.002,0.001,M,LU,CA,,,O,805,52,3,,CA,,,
CA2208150606GROH1,GR,AES,Methoxyfenozide,I,0.0129,0.001,M,LU,CA,,,O,805,52,1,,CA,,,
CA2208150619GROH1,GR,AHM,Spirotetramat,I,0.0083,0.003,M,LU,CA,,,O,805,52,1.3,,CA,,,
CA2208150629GROH1,GR,B16,Pyrimethanil,V,1.6643,0.004,M,LU,CA,,,O,805,52,5,,CA,,,
CA2208150645GROH1P,GR,ANH,Isofetamid,I,0.0168,0.001,M,LU,CA,,,O,805,52,3,,CA,,,
CA2208150665GROH1,GR,B41,Fenhexamid,I,0.0334,0.01,M,LU,CA,,,O,805,52,4,,CA,,,
CA2208150675GROH1,GR,B57,Quinoxyfen,I,0.0583,0.001,M,LU,CA,,,O,805,52,2,,CA,,,
CA2208160484HZFL1,HZ,B22,Cyprodinil,V,0.04,0.005,M,GT,CA,,,O,805,35,2,,CA,,,
CA2208230268MUNY1B,MU,157,Thiabendazole,B,0.74,0.003,M,LU,CA,,,O,805,52,40,,CA,,,
CA2208230546MUNY1,MU,157,Thiabendazole,B,0.009,0.003,M,HR,CA,,,O,805,80,40,,CA,,,
CA2208230550MUNY1,MU,222,Permethrin cis,O,0.0055,0.001,M,GT,CA,,,O,805,35,5,,CA,,,
CA2208230664MUNY1,MU,222,Permethrin cis,O,0.0017,0.001,M,GT,CA,Q,,O,805,35,5,,CA,,,
CA2208150406PBCA1P,PB,70,Piperonyl butoxide,I,0.011,0.01,M,GT,CA,,,O,805,35,10 FF,,CA,,,
CA2208150530PBCA1,PB,70,Piperonyl butoxide,I,0.012,0.01,M,GT,CA,,,O,805,35,10 FF,,CA,,,
CA2208150605PBCA1,PB,70,Piperonyl butoxide,I,0.016,0.01,M,GT,CA,,,O,805,35,10 FF,,CA,,,
CA2208150645PBCA1Y,PB,70,Piperonyl butoxide,I,0.012,0.01,M,GT,CA,,,O,805,35,10 FF,,CA,,,
CA2208230550MUNY1,MU,223,Permethrin trans,O,0.0049,0.0012,M,GT,CA,,,O,805,35,5,,CA,,,
CA2208230550MUNY1,MU,157,Thiabendazole,B,0.15,0.003,M,LU,CA,,,O,805,52,40,,CA,,,
CA2208230664MUNY1,MU,157,Thiabendazole,B,0.73,0.003,M,LU,CA,,,O,805,52,40,,CA,,,
CA2208010043PCFL1B,PC,ADE,Esfenvalerate+Fenvalerate Total,O,0.011,0.005,M,GT,CA,,,O,805,35,3,,CA,,,
CA2208010043PCFL1B,PC,AES,Methoxyfenozide,I,0.088,0.01,M,LU,CA,,,O,805,52,3,,CA,,,
CA2208010043PCFL1B,PC,B61,Pyraclostrobin,F,0.0031,0.0025,M,LU,CA,,,O,805,52,2.5,,CA,,,
CA2208010114PCFL1,PC,AES,Methoxyfenozide,I,0.011,0.01,M,LU,CA,,,O,805,52,3,,CA,,,
CA2208010114PCFL1,PC,B23,Fludioxonil,A,1.4,0.005,M,GT,CA,,,O,805,35,5,,CA,,,
CA2208010216PCFL1,PC,B23,Fludioxonil,A,0.28,0.005,M,GT,CA,,,O,805,35,5,,CA,,,
CA2208010229PCFL1,PC,B84,Etoxazole,F,0.053,0.004,M,LU,CA,,,O,805,52,1,,CA,,,
CA2208010229PCFL1,PC,B23,Fludioxonil,A,0.78,0.005,M,GT,CA,,,O,805,35,5,,CA,,,
CA2208010229PCFL1,PC,ABB,Spinosad,I,0.0048,0.004,M,LU,CA,,,O,805,52,0.2,,CA,,,
CA2208010229PCFL1,PC,808,Fenpropathrin,O,0.03,0.005,M,GT,CA,,,O,805,35,1.4,,CA,,,
CA2208010307PCFL1,PC,B84,Etoxazole,F,0.045,0.004,M,LU,CA,,,O,805,52,1,,CA,,,
CA2208010307PCFL1,PC,B23,Fludioxonil,A,0.9,0.005,M,GT,CA,,,O,805,35,5,,CA,,,
CA2208010307PCFL1,PC,B79,Trifloxystrobin,F,0.006,0.005,M,LU,CA,,,O,805,52,2,,CA,,,
CA2208010307PCFL1,PC,AGW,Chlorantraniliprole,I,0.025,0.02,M,LU,CA,,,O,805,52,4.0 IT,,CA,,,
CA2208010307PCFL1,PC,B82,Bifenazate,F,0.018,0.01,M,LU,CA,,,O,805,52,2.5,,CA,,,
CA2208010307PCFL1,PC,AEL,"Cyhalothrin, Total (Cyhalothrin-L + R157836 epimer)",O,0.018,0.0075,M,GT,CA,,,O,805,35,0.5,,CA,,,
CA2208010307PCFL1,PC,AKG,Fluopyram,A,0.015,0.01,M,LU,CA,,,O,805,52,1,,CA,,,
CA2208010307PCFL1,PC,AES,Methoxyfenozide,I,0.074,0.01,M,LU,CA,,,O,805,52,3,,CA,,,
CA2208010409PCFL1A,PC,AES,Methoxyfenozide,I,0.037,0.01,M,LU,CA,,,O,805,52,3,,CA,,,
CA2208010409PCFL1A,PC,B23,Fludioxonil,A,0.7,0.005,M,GT,CA,,,O,805,35,5,,CA,,,
CA2208010409PCFL1A,PC,B82,Bifenazate,F,0.014,0.01,M,LU,CA,,,O,805,52,2.5,,CA,,,
CA2208010409PCFL1B,PC,B23,Fludioxonil,A,0.5,0.005,M,GT,CA,,,O,805,35,5,,CA,,,
CA2208010409PCFL1B,PC,264,Propiconazole,L,0.24,0.01,M,LU,CA,,,O,805,52,4,,CA,,,
CA2208010409PCFL1B,PC,B82,Bifenazate,F,0.028,0.01,M,LU,CA,,,O,805,52,2.5,,CA,,,
CA2208010409PCFL1B,PC,AGW,Chlorantraniliprole,I,0.028,0.02,M,LU,CA,,,O,805,52,4.0 IT,,CA,,,
CA2208010409PCFL1B,PC,B84,Etoxazole,F,0.027,0.004,M,LU,CA,,,O,805,52,1,,CA,,,
CA2208010409PCFL1B,PC,AES,Methoxyfenozide,I,0.047,0.01,M,LU,CA,,,O,805,52,3,,CA,,,
CA2208010469PCFL1A,PC,B23,Fludioxonil,A,0.52,0.005,M,GT,CA,,,O,805,35,5,,CA,,,
CA2208010566PCFL1,PC,B10,Hexythiazox,A,0.026,0.01,M,LU,CA,,,O,805,52,1,,CA,,,
CA2208010566PCFL1,PC,AES,Methoxyfenozide,I,0.047,0.01,M,LU,CA,,,O,805,52,3,,CA,,,
CA2208010566PCFL1,PC,264,Propiconazole,L,0.66,0.01,M,LU,CA,,,O,805,52,4,,CA,,,
CA2208010624PCFL1,PC,AES,Methoxyfenozide,I,0.079,0.01,M,LU,CA,,,O,805,52,3,,CA,,,
CA2208010624PCFL1,PC,B84,Etoxazole,F,0.025,0.004,M,LU,CA,,,O,805,52,1,,CA,,,
CA2208160547PCFL1,PC,AEL,"Cyhalothrin, Total (Cyhalothrin-L + R157836 epimer)",O,0.031,0.0075,M,GT,CA,,,O,805,35,0.5,,CA,,,
CA2208160547PCFL1,PC,AES,Methoxyfenozide,I,0.17,0.01,M,LU,CA,,,O,805,52,3,,CA,,,
CA2208160549PCFL1,PC,B23,Fludioxonil,A,0.89,0.005,M,GT,CA,,,O,805,35,5,,CA,,,
CA2208160549PCFL1,PC,AKG,Fluopyram,A,0.11,0.01,M,LU,CA,,,O,805,52,1,,CA,,,
CA2208160549PCFL1,PC,ADE,Esfenvalerate+Fenvalerate Total,O,0.01,0.005,M,GT,CA,,,O,805,35,3,,CA,,,
CA2208160549PCFL1,PC,B79,Trifloxystrobin,F,0.084,0.005,M,LU,CA,,,O,805,52,2,,CA,,,
CA2208020136PEOH1,PE,AKW,Fluxapyroxad,A,0.0269,0.002,M,LU,CA,,,O,805,52,0.8,,CA,,,
CA2208020136PEOH1,PE,B23,Fludioxonil,A,0.3635,0.01,M,LU,CA,,,O,805,52,5,,CA,,,
CA2208020136PEOH1,PE,AES,Methoxyfenozide,I,0.0014,0.001,M,LU,CA,,,O,805,52,2,,CA,,,
CA2208020136PEOH1,PE,157,Thiabendazole,B,0.0028,0.002,M,LU,CA,,,O,805,52,10,,CA,,,
CA2208020136PEOH1,PE,B16,Pyrimethanil,V,0.009,0.004,M,LU,CA,,,O,805,52,15,,CA,,,
CA2208020136PEOH1,PE,B84,Etoxazole,F,0.0108,0.001,M,LU,CA,,,O,805,52,0.2,,CA,,,
CA2208020136PEOH1,PE,111,Ethoxyquin,I,0.0522,0.018,M,GT,CA,,P,O,805,35,3,,CA,,,
CA2208020151PEOH1B,PE,B16,Pyrimethanil,V,2.2432,0.004,M,LU,CA,,,O,805,52,15,,CA,,,
CA2208020151PEOH1B,PE,B23,Fludioxonil,A,0.3034,0.01,M,LU,CA,,,O,805,52,5,,CA,,,
CA2208020151PEOH1B,PE,157,Thiabendazole,B,0.0033,0.002,M,LU,CA,,,O,805,52,10,,CA,,,
CA2208020151PEOH1B,PE,666,Carbendazim (MBC),B,0.012,0.01,M,LU,CA,,,O,805,52,3.0 TP,,CA,,,
CA2208020151PEOH1B,PE,AFS,Fenpyroximate,F,0.0399,0.001,M,LU,CA,,,O,805,52,0.3,,CA,,,
CA2208020151PEOH1B,PE,ANC,Tolfenpyrad,I,0.0322,0.003,M,LU,CA,,,O,805,52,1,,CA,,,
CA2208020151PEOH1B,PE,AFX,Novaluron,A,0.0281,0.005,M,LU,CA,,,O,805,52,3,,CA,,,
CA2208020151PEOH1B,PE,111,Ethoxyquin,I,0.0225,0.018,M,GT,CA,,P,O,805,35,3,,CA,,,
CA2208020151PEOH1B,PE,611,Thiophanate methyl,E,0.02,0.007,M,LU,CA,,,O,805,52,3,,CA,,,
CA2208020151PEOH1B,PE,AGY,Spinetoram,I,0.0183,0.005,M,LU,CA,,,O,805,52,0.2,,CA,,,
CA2208020151PEOH1B,PE,B52,Buprofezin,F,0.1014,0.001,M,LU,CA,,,O,805,52,6,,CA,,,
CA2208020185PEOH1,PE,ABG,Tebufenozide,F,0.0131,0.001,M,LU,CA,,,O,805,52,1.5 IT,,CA,,,
CA2208020367PEOH1,PE,B52,Buprofezin,F,0.1782,0.001,M,LU,CA,,,O,805,52,6,,CA,,,
CA2208020367PEOH1,PE,AFX,Novaluron,A,0.0887,0.005,M,LU,CA,,,O,805,52,3,,CA,,,
CA2208020367PEOH1,PE,ANC,Tolfenpyrad,I,0.004,0.003,M,LU,CA,,,O,805,52,1,,CA,,,
CA2208020367PEOH1,PE,611,Thiophanate methyl,E,0.0103,0.007,M,LU,CA,,,O,805,52,3,,CA,,,
CA2208020367PEOH1,PE,B85,Spirodiclofen,I,0.0056,0.004,M,LU,CA,,,O,805,52,0.8,,CA,,,
CA2208020367PEOH1,PE,967,Imidacloprid,A,0.023,0.02,M,LU,CA,,,O,805,52,0.6,,CA,,,
CA2208020367PEOH1,PE,666,Carbendazim (MBC),B,0.0112,0.01,M,LU,CA,,,O,805,52,3.0 TP,,CA,,,
CA2208020367PEOH1,PE,83,O-Phenylphenol,I,0.0526,0.01,M,GT,CA,,,O,805,35,25.0 PH,,CA,,,
CA2208020473PEOH1,PE,AGW,Chlorantraniliprole,I,0.0136,0.008,M,LU,CA,,,O,805,52,1.2,,CA,,,
CA2208020485PEOH1,PE,AKW,Fluxapyroxad,A,0.0109,0.002,M,LU,CA,,,O,805,52,0.8,,CA,,,
CA2208020485PEOH1,PE,B23,Fludioxonil,A,0.2851,0.01,M,LU,CA,,,O,805,52,5,,CA,,,
CA2208020485PEOH1,PE,AKG,Fluopyram,A,0.0011,0.001,M,LU,CA,,,O,805,52,0.8,,CA,,,
CA2208020485PEOH1,PE,B16,Pyrimethanil,V,0.0051,0.004,M,LU,CA,,,O,805,52,15,,CA,,,
CA2208020485PEOH1,PE,111,Ethoxyquin,I,0.0188,0.018,M,GT,CA,,P,O,805,35,3,,CA,,,
CA2208020661PEOH1P,PE,AGW,Chlorantraniliprole,I,0.0151,0.008,M,LU,CA,,,O,805,52,1.2,,CA,,,
CA2208020661PEOH1P,PE,B16,Pyrimethanil,V,0.1473,0.004,M,LU,CA,,,O,805,52,15,,CA,,,
CA2208010043PCFL1A,PC,ADE,Esfenvalerate+Fenvalerate Total,O,0.0092,0.005,M,GT,CA,,,O,805,35,3,,CA,,,
CA2208010043PCFL1B,PC,AEL,"Cyhalothrin, Total (Cyhalothrin-L + R157836 epimer)",O,0.017,0.0075,M,GT,CA,,,O,805,35,0.5,,CA,,,
CA2208010114PCFL1,PC,B84,Etoxazole,F,0.0044,0.004,M,LU,CA,,,O,805,52,1,,CA,,,
CA2208010216PCFL1,PC,B10,Hexythiazox,A,0.015,0.01,M,LU,CA,,,O,805,52,1,,CA,,,
CA2208010229PCFL1,PC,ADG,Indoxacarb,I,0.012,0.01,M,LU,CA,,,O,805,52,0.9,,CA,,,
CA2208010307PCFL1,PC,B85,Spirodiclofen,I,0.055,0.01,M,LU,CA,,,O,805,52,1,,CA,,,
CA2208010409PCFL1A,PC,B85,Spirodiclofen,I,0.039,0.01,M,LU,CA,,,O,805,52,1,,CA,,,
CA2208010409PCFL1B,PC,B85,Spirodiclofen,I,0.032,0.01,M,LU,CA,,,O,805,52,1,,CA,,,
CA2208010469PCFL1A,PC,AES,Methoxyfenozide,I,0.032,0.01,M,LU,CA,,,O,805,52,3,,CA,,,
CA2208010469PCFL1B,PC,B23,Fludioxonil,A,0.2,0.005,M,GT,CA,,,O,805,35,5,,CA,,,
CA2208010566PCFL1,PC,B84,Etoxazole,F,0.0063,0.004,M,LU,CA,,,O,805,52,1,,CA,,,
CA2208010624PCFL1,PC,B48,Azoxystrobin,F,0.015,0.002,M,LU,CA,,,O,805,52,2,,CA,,,
CA2208010636PCFL1,PC,B23,Fludioxonil,A,1.2,0.005,M,GT,CA,,,O,805,35,5,,CA,,,
CA2208160547PCFL1,PC,ADE,Esfenvalerate+Fenvalerate Total,O,0.034,0.005,M,GT,CA,,,O,805,35,3,,CA,,,
CA2208160549PCFL1,PC,AES,Methoxyfenozide,I,0.055,0.01,M,LU,CA,,,O,805,52,3,,CA,,,
CA2208020010PEOH1,PE,B16,Pyrimethanil,V,0.061,0.004,M,LU,CA,,,O,805,52,15,,CA,,,
CA2208020136PEOH1,PE,B61,Pyraclostrobin,F,0.0351,0.005,M,LU,CA,,,O,805,52,1.5,,CA,,,
CA2208020151PEOH1A,PE,AGW,Chlorantraniliprole,I,0.0117,0.008,M,LU,CA,,,O,805,52,1.2,,CA,,,
CA2208020151PEOH1B,PE,B80,Acetamiprid,A,0.0851,0.01,M,LU,CA,,,O,805,52,1,,CA,,,
CA2208020185PEOH1,PE,B16,Pyrimethanil,V,0.0083,0.004,M,LU,CA,,,O,805,52,15,,CA,,,
CA2208020367PEOH1,PE,B23,Fludioxonil,A,0.4077,0.01,M,LU,CA,,,O,805,52,5,,CA,,,
CA2208020473PEOH1,PE,B16,Pyrimethanil,V,0.0052,0.004,M,LU,CA,,,O,805,52,15,,CA,,,
CA2208020485PEOH1,PE,B61,Pyraclostrobin,F,0.0161,0.005,M,LU,CA,,,O,805,52,1.5,,CA,,,
CA2208020632PEOH1,PE,AGW,Chlorantraniliprole,I,0.0097,0.008,M,LU,CA,,,O,805,52,1.2,,CA,,,
CA2208020661PEOH1P,PE,AES,Methoxyfenozide,I,0.0156,0.001,M,LU,CA,,,O,805,52,2,,CA,,,
CA2208080551POMI1,PO,AKG,Fluopyram,A,0.0057,0.005,M,LU,CA,,,O,P90,52,0.1,,CA,,,
CA2208080554POMI1,PO,B63,Flutolanil,A,0.012,0.005,M,GT,CA,,,O,805,35,0.2,,CA,,,
CA2208080554POMI1,PO,967,Imidacloprid,A,0.032,0.02,M,LU,CA,,,O,P90,64,0.4,,CA,,,
CA2208080556POMI1,PO,157,Thiabendazole,B,0.062,0.005,M,LU,CA,,P,O,P90,52,10,,CA,,,
CA2208080556POMI1,PO,114,Chlorpropham,E,0.21,0.005,M,GT,CA,,,O,805,35,30,,CA,,,
CA2208080571POMI1,PO,B58,Difenoconazole,L,0.058,0.005,M,LU,CA,,,O,P90,52,4,,CA,,,
CA2208080571POMI1,PO,114,Chlorpropham,E,7.3,0.005,M,GT,CA,,,O,805,35,30,,CA,,,
CA2208080571POMI1,PO,AKG,Fluopyram,A,0.013,0.005,M,LU,CA,,,O,P90,52,0.1,,CA,,,
CA2208080627POMI1P,PO,B23,Fludioxonil,A,0.11,0.065,M,LU,CA,,,O,P90,64,6,,CA,,,
CA2208080627POMI1P,PO,114,Chlorpropham,E,2.9,0.005,M,GT,CA,,,O,805,35,30,,CA,,,
CA2208080627POMI1P,PO,AKG,Fluopyram,A,0.012,0.005,M,LU,CA,,,O,P90,52,0.1,,CA,,,
CA2208080627POMI1P,PO,B48,Azoxystrobin,F,0.14,0.01,M,LU,CA,,,O,P90,52,8,,CA,,,
CA2208080657POMI1,PO,114,Chlorpropham,E,1.5,0.005,M,GT,CA,,,O,805,35,30,,CA,,,
CA2208080673POMI1,PO,967,Imidacloprid,A,0.025,0.02,M,LU,CA,,,O,P90,64,0.4,,CA,,,
CA2208080673POMI1,PO,114,Chlorpropham,E,0.015,0.005,M,GT,CA,,,O,805,35,30,,CA,,,
CA2208220010PUWA1A,PU,B23,Fludioxonil,A,0.62,0.025,M,GT,CA,,,O,805,35,5,,CA,,,
CA2208220010PUWA1B,PU,B23,Fludioxonil,A,0.64,0.025,M,GT,CA,,,O,805,35,5,,CA,,,
CA2208220010PUWA1B,PU,264,Propiconazole,L,0.32,0.01,M,LU,CA,,,O,805,52,0.6,,CA,,,
CA2208220010PUWA1B,PU,B79,Trifloxystrobin,F,0.0018,0.0015,M,LU,CA,,,O,805,52,2,,CA,,,
CA2208220038PUWA1,PU,B23,Fludioxonil,A,1.8,0.025,M,GT,CA,,,O,805,35,5,,CA,,,
CA2208220038PUWA1,PU,AES,Methoxyfenozide,I,0.029,0.0033,M,LU,CA,,,O,805,52,0.3,,CA,,,
CA2208220060PUWA1C,PU,AES,Methoxyfenozide,I,0.023,0.0033,M,LU,CA,,,O,805,52,0.3,,CA,,,
CA2208220060PUWA1C,PU,AFS,Fenpyroximate,F,0.016,0.005,M,LU,CA,,,O,805,52,2,,CA,,,
CA2208220114PUWA1A,PU,AHM,Spirotetramat,I,0.0066,0.002,M,LU,CA,,,O,805,52,4.5,,CA,,,
CA2208220114PUWA1A,PU,B23,Fludioxonil,A,1.8,0.025,M,GT,CA,,,O,805,35,5,,CA,,,
CA2208220114PUWA1A,PU,B24,Pyriproxyfen,F,0.0017,0.001,M,LU,CA,,,O,805,52,1,,CA,,,
CA2208220114PUWA1A,PU,B79,Trifloxystrobin,F,0.0016,0.0015,M,LU,CA,,,O,805,52,2,,CA,,,
CA2208220114PUWA1A,PU,B52,Buprofezin,F,0.0016,0.001,M,LU,CA,,,O,805,52,2,,CA,,,
CA2208220114PUWA1B,PU,B23,Fludioxonil,A,0.88,0.025,M,GT,CA,,,O,805,35,5,,CA,,,
CA2208220436PUWA1P,PU,AES,Methoxyfenozide,I,0.023,0.0033,M,LU,CA,,,O,805,52,0.3,,CA,,,
CA2208220436PUWA1P,PU,B23,Fludioxonil,A,0.2,0.025,M,GT,CA,,E,O,805,35,5,,CA,,,
CA2208220436PUWA1P,PU,AHM,Spirotetramat,I,0.003,0.002,M,LU,CA,,,O,805,52,4.5,,CA,,,
CA2208220513PUWA1A,PU,B85,Spirodiclofen,I,0.014,0.01,M,LU,CA,,,O,805,64,1,,CA,,,
CA2208220513PUWA1A,PU,B23,Fludioxonil,A,0.18,0.025,M,GT,CA,,,O,805,35,5,,CA,,,
CA2208220513PUWA1A,PU,AHM,Spirotetramat,I,0.0021,0.002,M,LU,CA,,,O,805,64,4.5,,CA,,,
CA2208220513PUWA1C,PU,B23,Fludioxonil,A,0.31,0.025,M,GT,CA,,,O,805,35,5,,CA,,,
